Transaction_ID,Date,Item_Name,Category,Time_Slot,Day_Type,Weather_State,Base_Price_₹,Recommended_Price_₹,Quantity_Units,Static_Revenue_₹,Dynamic_Revenue_₹,Revenue_Difference_₹,Direction,Demand_Verdict,Review_Flag
4521,2024-07-25,Iced Americano,Cold Brews,Evening,Weekday,Clear After Rain,150,150,1,150,150,0,HOLD,NORMAL,OK
4522,2024-07-25,Mushroom Parma Omelette,Classic Eggs,Evening,Weekday,Clear After Rain,279,280,2,558,560,2,HOLD,NORMAL,OK
4523,2024-07-25,Iced Caramel Latte,Cold Brews,Evening,Weekday,Clear After Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4524,2024-07-25,Crème Brulee,Dessert,Dinner,Weekday,Clear After Rain,225,255,1,225,255,30,INCREASE,HIGH,OK
4525,2024-07-25,Volcanic Potatoes,Share-A-Plate,Dinner,Weekday,Clear After Rain,199,210,1,199,210,11,INCREASE,HIGH,OK
4526,2024-07-25,Spiced Mocha Latte,Hot Brews,Dinner,Weekday,Clear After Rain,180,180,1,180,180,0,HOLD,HIGH,OK
4527,2024-07-25,Mushroom Cappuccino Soup,Soup,Dinner,Weekday,Clear After Rain,189,205,1,189,205,16,INCREASE,HIGH,OK
4528,2024-07-25,Spicy Cheesy Broccoli Dumplings,Steam Basket,Afternoon,Weekday,Clear After Rain,255,255,2,510,510,0,HOLD,NORMAL,OK
4529,2024-07-25,Salted Fries,Share-A-Plate,Afternoon,Weekday,Clear After Rain,149,150,2,298,300,2,HOLD,NORMAL,OK
4530,2024-07-25,Cajun Cottage-Cheese Burger,Sandwiches Burgers Wraps,Afternoon,Weekday,Clear After Rain,255,255,1,255,255,0,HOLD,NORMAL,OK
4531,2024-07-25,Triple Decker Sandwich,Sandwiches Burgers Wraps,Evening,Weekday,Clear After Rain,285,285,1,285,285,0,HOLD,NORMAL,OK
4532,2024-07-25,Cajun Cottage-Cheese Burger,Sandwiches Burgers Wraps,Evening,Weekday,Clear After Rain,255,255,1,255,255,0,HOLD,NORMAL,OK
4533,2024-07-25,Tiramisu,Dessert,Evening,Weekday,Clear After Rain,300,300,1,300,300,0,HOLD,NORMAL,OK
4534,2024-07-25,Iced Caramel Latte,Cold Brews,Evening,Weekday,Clear After Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4535,2024-07-25,Mushroom Chickpea Couscous Salad,Salad Bowls,Dinner,Weekday,Clear After Rain,189,215,1,189,215,26,INCREASE,HIGH,OK
4536,2024-07-25,Mushroom Parma Bruschetta,Share-A-Plate,Dinner,Weekday,Clear After Rain,285,285,1,285,285,0,HOLD,HIGH,OK
4537,2024-07-26,Espresso On The Rocks,Cold Brews,Evening,Weekend,Clear After Rain,170,195,1,170,195,25,INCREASE,HIGH,OK
4538,2024-07-26,Spicy Chicken Pao,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,159,175,1,159,175,16,INCREASE,HIGH,OK
4539,2024-07-26,Mix Berry Smoothie Bowl,Wholesome Breakfast,Morning,Weekend,Clear After Rain,380,380,2,760,760,0,HOLD,NORMAL,OK
4540,2024-07-26,Orange Tea Cake,Bakery,Morning,Weekend,Clear After Rain,110,110,1,110,110,0,HOLD,NORMAL,OK
4541,2024-07-26,Blueberry Mojito,Mocktails,Evening,Weekend,Clear After Rain,140,160,1,140,160,20,INCREASE,HIGH,OK
4542,2024-07-26,Salted Fries,Share-A-Plate,Evening,Weekend,Clear After Rain,149,170,1,149,170,21,INCREASE,HIGH,OK
4543,2024-07-26,Veg Toast / Plain Sandwich,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,120,125,2,240,250,10,INCREASE,HIGH,OK
4544,2024-07-26,Cheese Chili Garlic Bread,Share-A-Plate,Evening,Weekend,Clear After Rain,185,195,1,185,195,10,INCREASE,HIGH,OK
4545,2024-07-26,Pepperoni Chicken Pizza,Pizza,Dinner,Weekend,Clear After Rain,559,595,1,559,595,36,INCREASE,HIGH,REVIEW_REQUIRED
4546,2024-07-26,Spiced Mocha Latte,Hot Brews,Dinner,Weekend,Clear After Rain,180,180,1,180,180,0,HOLD,HIGH,OK
4547,2024-07-26,Cappuccino,Hot Brews,Dinner,Weekend,Clear After Rain,160,160,2,320,320,0,HOLD,HIGH,OK
4548,2024-07-26,Butter Garlic Prawns,Share-A-Plate,Dinner,Weekend,Clear After Rain,559,640,2,1118,1280,162,INCREASE,HIGH,REVIEW_REQUIRED
4549,2024-07-26,Bhaji Pao,Wholesome Breakfast,Morning,Weekend,Clear After Rain,159,160,2,318,320,2,HOLD,NORMAL,OK
4550,2024-07-26,Classic Waffle,Pancakes & Waffwich,Morning,Weekend,Clear After Rain,279,280,1,279,280,1,HOLD,NORMAL,OK
4551,2024-07-26,Classic Pancakes,Pancakes & Waffwich,Morning,Weekend,Clear After Rain,250,250,2,500,500,0,HOLD,NORMAL,OK
4552,2024-07-26,Chocolate Almond Smoothie Bowl,Wholesome Breakfast,Morning,Weekend,Clear After Rain,420,420,1,420,420,0,HOLD,NORMAL,REVIEW_REQUIRED
4553,2024-07-26,Kheema Pao,Wholesome Breakfast,Morning,Weekend,Clear After Rain,219,220,1,219,220,1,HOLD,NORMAL,OK
4554,2024-07-26,Veg Puff,Bakery,Morning,Weekend,Clear After Rain,55,55,1,55,55,0,HOLD,NORMAL,OK
4555,2024-07-26,Breakfast Burrito,Wholesome Breakfast,Morning,Weekend,Clear After Rain,269,270,1,269,270,1,HOLD,NORMAL,OK
4556,2024-07-26,Creamy Cheesy Hot Corn Bruschetta,Share-A-Plate,Dinner,Weekend,Clear After Rain,230,250,1,230,250,20,INCREASE,HIGH,OK
4557,2024-07-26,Margherita Pizza,Pizza,Dinner,Weekend,Clear After Rain,299,305,1,299,305,6,INCREASE,HIGH,OK
4558,2024-07-26,Chimichanga,Blended Full Meals,Dinner,Weekend,Clear After Rain,255,265,1,255,265,10,INCREASE,HIGH,OK
4559,2024-07-26,Filled Coffee Donut,Bakery,Evening,Weekend,Clear After Rain,95,100,1,95,100,5,INCREASE,HIGH,OK
4560,2024-07-26,Egg Wrap,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,155,170,1,155,170,15,INCREASE,HIGH,OK
4561,2024-07-26,Honey Ginger Lime Tea,Hot Beverages,Morning,Weekend,Clear After Rain,170,170,1,170,170,0,HOLD,NORMAL,OK
4562,2024-07-26,Chocolate Chip Muffin,Bakery,Morning,Weekend,Clear After Rain,100,100,1,100,100,0,HOLD,NORMAL,OK
4563,2024-07-26,Kitkat Shake,Premium Shakes,Afternoon,Weekend,Clear After Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4564,2024-07-26,Caprese Bruschetta,Share-A-Plate,Dinner,Weekend,Clear After Rain,325,360,1,325,360,35,INCREASE,HIGH,OK
4565,2024-07-26,Carbonara,Pasta,Dinner,Weekend,Clear After Rain,450,515,1,450,515,65,INCREASE,HIGH,REVIEW_REQUIRED
4566,2024-07-26,New York Baked Cheesecake,Dessert,Dinner,Weekend,Clear After Rain,300,325,1,300,325,25,INCREASE,HIGH,OK
4567,2024-07-26,Salted Caramel Mocha,Hot Brews,Dinner,Weekend,Clear After Rain,200,225,1,200,225,25,INCREASE,HIGH,OK
4568,2024-07-26,Truffle Chocolate Pastry,Dessert,Dinner,Weekend,Clear After Rain,285,325,1,285,325,40,INCREASE,HIGH,OK
4569,2024-07-26,Pepperoni Chicken Pizza,Pizza,Dinner,Weekend,Clear After Rain,559,595,1,559,595,36,INCREASE,HIGH,REVIEW_REQUIRED
4570,2024-07-26,Salted Fries,Share-A-Plate,Dinner,Weekend,Clear After Rain,149,170,1,149,170,21,INCREASE,HIGH,OK
4571,2024-07-26,Jalapeno Cheese Corn Balls,Share-A-Plate,Dinner,Weekend,Clear After Rain,240,265,1,240,265,25,INCREASE,HIGH,OK
4572,2024-07-26,Californian Fries,Share-A-Plate,Dinner,Weekend,Clear After Rain,215,245,1,215,245,30,INCREASE,HIGH,OK
4573,2024-07-26,Jalapeno Cheese Corn Balls,Share-A-Plate,Evening,Weekend,Clear After Rain,240,265,1,240,265,25,INCREASE,HIGH,OK
4574,2024-07-26,Californian Fries,Share-A-Plate,Evening,Weekend,Clear After Rain,215,245,1,215,245,30,INCREASE,HIGH,OK
4575,2024-07-26,Eggs To Order Plain,Classic Eggs,Evening,Weekend,Clear After Rain,135,155,1,135,155,20,INCREASE,HIGH,OK
4576,2024-07-26,Lemon Iced Tea,Cold Beverages,Evening,Weekend,Clear After Rain,140,160,1,140,160,20,INCREASE,HIGH,OK
4577,2024-07-26,Cajun Chicken,Blended Full Meals,Dinner,Weekend,Clear After Rain,589,675,1,589,675,86,INCREASE,HIGH,REVIEW_REQUIRED
4578,2024-07-26,Pho,Large Soup Bowls,Dinner,Weekend,Clear After Rain,349,350,2,698,700,2,INCREASE,HIGH,OK
4579,2024-07-26,Thai Curry Green,Blended Full Meals,Dinner,Weekend,Clear After Rain,395,450,1,395,450,55,INCREASE,HIGH,OK
4580,2024-07-26,Watermelon Mojito,Mocktails,Evening,Weekend,Clear After Rain,160,180,1,160,180,20,INCREASE,HIGH,OK
4581,2024-07-26,Chinese Style Greens Panini,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,155,175,1,155,175,20,INCREASE,HIGH,OK
4582,2024-07-26,Hazelnut Hot Chocolate,Hot Chocolate,Evening,Weekend,Clear After Rain,160,170,1,160,170,10,INCREASE,HIGH,OK
4583,2024-07-26,Mix Veg Dumplings,Steam Basket,Dinner,Weekend,Clear After Rain,249,285,1,249,285,36,INCREASE,HIGH,OK
4584,2024-07-26,Truffle Chocolate Pastry,Dessert,Dinner,Weekend,Clear After Rain,285,325,1,285,325,40,INCREASE,HIGH,OK
4585,2024-07-26,Veg Exotica Pizza,Pizza,Dinner,Weekend,Clear After Rain,389,400,1,389,400,11,INCREASE,HIGH,OK
4586,2024-07-26,Pesto Omelette,Classic Eggs,Evening,Weekend,Clear After Rain,285,325,1,285,325,40,INCREASE,HIGH,OK
4587,2024-07-26,Hazelnut Frappe,Frappe,Evening,Weekend,Clear After Rain,190,215,1,190,215,25,INCREASE,HIGH,OK
4588,2024-07-26,Americano,Hot Brews,Evening,Weekend,Clear After Rain,160,175,1,160,175,15,INCREASE,HIGH,OK
4589,2024-07-26,Thai Iced Coffee,Cold Brews,Evening,Weekend,Clear After Rain,200,225,1,200,225,25,INCREASE,HIGH,OK
4590,2024-07-26,Cajun Cottage Cheese Steak,Blended Full Meals,Afternoon,Weekend,Clear After Rain,335,335,1,335,335,0,HOLD,NORMAL,OK
4591,2024-07-26,Trio Hummus With Pita,Share-A-Plate,Dinner,Weekend,Clear After Rain,289,305,1,289,305,16,INCREASE,HIGH,OK
4592,2024-07-26,Pho,Large Soup Bowls,Dinner,Weekend,Clear After Rain,349,350,1,349,350,1,INCREASE,HIGH,OK
4593,2024-07-26,Caesar Salad,Salad Bowls,Dinner,Weekend,Clear After Rain,189,215,1,189,215,26,INCREASE,HIGH,OK
4594,2024-07-26,Iced Café Mocha,Cold Brews,Evening,Weekend,Clear After Rain,170,195,1,170,195,25,INCREASE,HIGH,OK
4595,2024-07-26,Café Mocha,Hot Brews,Evening,Weekend,Clear After Rain,170,185,1,170,185,15,INCREASE,HIGH,OK
4596,2024-07-26,Bombay Masala Sandwich,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,139,155,1,139,155,16,INCREASE,HIGH,OK
4597,2024-07-26,Chai,Hot Beverages,Evening,Weekend,Clear After Rain,100,110,1,100,110,10,INCREASE,HIGH,OK
4598,2024-07-26,Green Tea,Hot Beverages,Evening,Weekend,Clear After Rain,150,150,2,300,300,0,HOLD,HIGH,OK
4599,2024-07-26,Lemon Coriander Soup,Soup,Dinner,Weekend,Clear After Rain,179,205,1,179,205,26,INCREASE,HIGH,OK
4600,2024-07-26,Tomato & Bell Pepper Soup,Soup,Dinner,Weekend,Clear After Rain,149,155,1,149,155,6,INCREASE,HIGH,OK
4601,2024-07-26,Volcanic Potatoes,Share-A-Plate,Afternoon,Weekend,Clear After Rain,199,200,1,199,200,1,HOLD,NORMAL,OK
4602,2024-07-26,Californian Fries,Share-A-Plate,Evening,Weekend,Clear After Rain,215,245,1,215,245,30,INCREASE,HIGH,OK
4603,2024-07-26,Khari,Bakery,Evening,Weekend,Clear After Rain,35,35,1,35,35,0,HOLD,HIGH,OK
4604,2024-07-26,Kiwi Mojito,Mocktails,Evening,Weekend,Clear After Rain,140,160,1,140,160,20,INCREASE,HIGH,OK
4605,2024-07-26,Cajun Chicken,Blended Full Meals,Dinner,Weekend,Clear After Rain,589,675,1,589,675,86,INCREASE,HIGH,REVIEW_REQUIRED
4606,2024-07-26,Pho,Large Soup Bowls,Dinner,Weekend,Clear After Rain,349,350,2,698,700,2,INCREASE,HIGH,OK
4607,2024-07-26,Cajun Cottage Cheese Steak,Blended Full Meals,Dinner,Weekend,Clear After Rain,335,350,1,335,350,15,INCREASE,HIGH,OK
4608,2024-07-27,Virgin Pina Colada,Mocktails,Dinner,Weekend,Heavy Rain,200,200,2,400,400,0,HOLD,NORMAL,OK
4609,2024-07-27,Crispy Shitake Mushroom,Share-A-Plate,Dinner,Weekend,Heavy Rain,450,450,1,450,450,0,HOLD,NORMAL,REVIEW_REQUIRED
4610,2024-07-27,Marshmallow Hot Chocolate,Hot Chocolate,Dinner,Weekend,Heavy Rain,200,225,1,200,225,25,INCREASE,HIGH,OK
4611,2024-07-27,Chimichanga,Blended Full Meals,Dinner,Weekend,Heavy Rain,255,265,1,255,265,10,INCREASE,HIGH,OK
4612,2024-07-27,Spiced Mocha Latte,Hot Brews,Dinner,Weekend,Heavy Rain,180,180,2,360,360,0,HOLD,NORMAL,OK
4613,2024-07-27,Virgin Mojito,Mocktails,Dinner,Weekend,Heavy Rain,140,140,1,140,140,0,HOLD,NORMAL,OK
4614,2024-07-27,Jalapeño Cheese Fondue,Fondue,Dinner,Weekend,Heavy Rain,695,695,1,695,695,0,HOLD,NORMAL,REVIEW_REQUIRED
4615,2024-07-27,Pad Thai,Blended Full Meals,Afternoon,Weekend,Heavy Rain,369,370,1,369,370,1,HOLD,NORMAL,OK
4616,2024-07-27,Cubanos,Sandwiches Burgers Wraps,Afternoon,Weekend,Heavy Rain,250,250,1,250,250,0,HOLD,NORMAL,OK
4617,2024-07-27,Filled Blueberry Donut,Bakery,Afternoon,Weekend,Heavy Rain,110,110,2,220,220,0,HOLD,NORMAL,OK
4618,2024-07-27,Oreo Shake,Premium Shakes,Afternoon,Weekend,Heavy Rain,240,240,1,240,240,0,HOLD,NORMAL,OK
4619,2024-07-27,Veg Toast / Plain Sandwich,Sandwiches Burgers Wraps,Afternoon,Weekend,Heavy Rain,120,120,2,240,240,0,HOLD,NORMAL,OK
4620,2024-07-27,Chocolate Walnut Brownie,Dessert,Afternoon,Weekend,Heavy Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4621,2024-07-27,Oreo Shake,Premium Shakes,Evening,Weekend,Heavy Rain,240,240,2,480,480,0,HOLD,NORMAL,OK
4622,2024-07-27,Cappuccino,Hot Brews,Evening,Weekend,Heavy Rain,160,160,2,320,320,0,HOLD,NORMAL,OK
4623,2024-07-27,Spicy Chicken Pao,Sandwiches Burgers Wraps,Evening,Weekend,Heavy Rain,159,160,1,159,160,1,HOLD,NORMAL,OK
4624,2024-07-27,Margherita Pizza,Pizza,Dinner,Weekend,Heavy Rain,299,300,1,299,300,1,HOLD,NORMAL,OK
4625,2024-07-27,Bounty Hot Chocolate,Hot Chocolate,Dinner,Weekend,Heavy Rain,190,210,1,190,210,20,INCREASE,HIGH,OK
4626,2024-07-27,Caprese Bruschetta,Share-A-Plate,Dinner,Weekend,Heavy Rain,325,360,2,650,720,70,INCREASE,HIGH,OK
4627,2024-07-27,Cheese Lovers Pizza,Pizza,Dinner,Weekend,Heavy Rain,635,635,1,635,635,0,HOLD,NORMAL,REVIEW_REQUIRED
4628,2024-07-27,Masala Chai,Hot Beverages,Dinner,Weekend,Heavy Rain,120,130,1,120,130,10,INCREASE,HIGH,OK
4629,2024-07-27,Café Latte,Hot Brews,Evening,Weekend,Heavy Rain,160,160,2,320,320,0,HOLD,NORMAL,OK
4630,2024-07-27,Triple Chocolate Mousse,Dessert,Evening,Weekend,Heavy Rain,280,280,1,280,280,0,HOLD,NORMAL,OK
4631,2024-07-27,Spiced Mocha Latte,Hot Brews,Morning,Weekend,Heavy Rain,180,180,1,180,180,0,HOLD,NORMAL,OK
4632,2024-07-27,Salted Caramel Mocha,Hot Brews,Morning,Weekend,Heavy Rain,200,200,1,200,200,0,HOLD,NORMAL,OK
4633,2024-07-27,Chole Puri,Wholesome Breakfast,Morning,Weekend,Heavy Rain,125,125,1,125,125,0,HOLD,NORMAL,OK
4634,2024-07-27,Traditional Hot Chocolate,Hot Chocolate,Morning,Weekend,Heavy Rain,140,140,1,140,140,0,HOLD,NORMAL,OK
4635,2024-07-27,Spicy Cheesy Broccoli Dumplings,Steam Basket,Afternoon,Weekend,Heavy Rain,255,255,1,255,255,0,HOLD,NORMAL,OK
4636,2024-07-27,Butter Croissant,Bakery,Morning,Weekend,Heavy Rain,120,120,1,120,120,0,HOLD,NORMAL,OK
4637,2024-07-27,Chocolate Almond Smoothie Bowl,Wholesome Breakfast,Morning,Weekend,Heavy Rain,420,420,1,420,420,0,HOLD,NORMAL,REVIEW_REQUIRED
4638,2024-07-27,Triple Decker Sandwich,Sandwiches Burgers Wraps,Morning,Weekend,Heavy Rain,285,285,1,285,285,0,HOLD,NORMAL,OK
4639,2024-07-27,Espresso On The Rocks,Cold Brews,Evening,Weekend,Heavy Rain,170,170,1,170,170,0,HOLD,NORMAL,OK
4640,2024-07-27,French Toast,Wholesome Breakfast,Morning,Weekend,Heavy Rain,210,210,2,420,420,0,HOLD,NORMAL,OK
4641,2024-07-27,Veg Toast / Plain Sandwich,Sandwiches Burgers Wraps,Morning,Weekend,Heavy Rain,120,120,1,120,120,0,HOLD,NORMAL,OK
4642,2024-07-27,Paneer Puff,Bakery,Morning,Weekend,Heavy Rain,85,85,1,85,85,0,HOLD,NORMAL,OK
4643,2024-07-27,Garlic Bread,Share-A-Plate,Evening,Weekend,Heavy Rain,129,130,1,129,130,1,HOLD,NORMAL,OK
4644,2024-07-27,Kiwi Mojito,Mocktails,Evening,Weekend,Heavy Rain,140,140,1,140,140,0,HOLD,NORMAL,OK
4645,2024-07-27,Mix Veg Double Cheese Burger,Sandwiches Burgers Wraps,Evening,Weekend,Heavy Rain,189,190,1,189,190,1,HOLD,NORMAL,OK
4646,2024-07-27,Lotus Biscoff Shake,Premium Shakes,Dinner,Weekend,Heavy Rain,400,400,2,800,800,0,HOLD,NORMAL,OK
4647,2024-07-27,Paneer Puff,Bakery,Afternoon,Weekend,Heavy Rain,85,85,1,85,85,0,HOLD,NORMAL,OK
4648,2024-07-27,Veg Toast / Plain Sandwich,Sandwiches Burgers Wraps,Afternoon,Weekend,Heavy Rain,120,120,1,120,120,0,HOLD,NORMAL,OK
4649,2024-07-27,Vanilla Muffin,Bakery,Afternoon,Weekend,Heavy Rain,85,85,1,85,85,0,HOLD,NORMAL,OK
4650,2024-07-27,Dark Hot Chocolate,Hot Chocolate,Evening,Weekend,Heavy Rain,120,130,1,120,130,10,INCREASE,HIGH,OK
4651,2024-07-27,Watermelon Mojito,Mocktails,Evening,Weekend,Heavy Rain,160,160,1,160,160,0,HOLD,NORMAL,OK
4652,2024-07-27,Shawarma,Blended Full Meals,Afternoon,Weekend,Heavy Rain,345,345,1,345,345,0,HOLD,NORMAL,OK
4653,2024-07-27,The Dominator Burger,Sandwiches Burgers Wraps,Evening,Weekend,Heavy Rain,369,370,1,369,370,1,HOLD,NORMAL,OK
4654,2024-07-27,Spicy Chicken Pao,Sandwiches Burgers Wraps,Evening,Weekend,Heavy Rain,159,160,1,159,160,1,HOLD,NORMAL,OK
4655,2024-07-27,Brownie Blast Shake,Premium Shakes,Evening,Weekend,Heavy Rain,260,260,1,260,260,0,HOLD,NORMAL,OK
4656,2024-07-27,Chocolate Waffwich,Pancakes & Waffwich,Evening,Weekend,Heavy Rain,285,285,1,285,285,0,HOLD,NORMAL,OK
4657,2024-07-28,Chicken And Cheese Balls,Share-A-Plate,Dinner,Weekend,Clear After Rain,375,430,1,375,430,55,INCREASE,HIGH,OK
4658,2024-07-28,Chicken Hakka Dry Chili,Share-A-Plate,Dinner,Weekend,Clear After Rain,359,360,1,359,360,1,INCREASE,HIGH,OK
4659,2024-07-28,Chili Garlic Chicken Dumplings,Steam Basket,Dinner,Weekend,Clear After Rain,375,415,1,375,415,40,INCREASE,HIGH,OK
4660,2024-07-28,Akuri On Toast,Classic Eggs,Evening,Weekend,Clear After Rain,125,125,2,250,250,0,HOLD,HIGH,OK
4661,2024-07-28,Iced Café Latte,Cold Brews,Evening,Weekend,Clear After Rain,160,180,1,160,180,20,INCREASE,HIGH,OK
4662,2024-07-28,Affogato,Hot Brews,Evening,Weekend,Clear After Rain,170,195,1,170,195,25,INCREASE,HIGH,OK
4663,2024-07-28,Mocha Frappe,Frappe,Evening,Weekend,Clear After Rain,190,215,1,190,215,25,INCREASE,HIGH,OK
4664,2024-07-28,Mushroom Cappuccino Soup,Soup,Afternoon,Weekend,Clear After Rain,189,190,1,189,190,1,HOLD,NORMAL,OK
4665,2024-07-28,Trio Hummus With Pita,Share-A-Plate,Afternoon,Weekend,Clear After Rain,289,290,1,289,290,1,HOLD,NORMAL,OK
4666,2024-07-28,Tomato & Bell Pepper Soup,Soup,Dinner,Weekend,Clear After Rain,149,155,1,149,155,6,INCREASE,HIGH,OK
4667,2024-07-28,Butter Croissant,Bakery,Morning,Weekend,Clear After Rain,120,120,1,120,120,0,HOLD,NORMAL,OK
4668,2024-07-28,Nutella Crème Donut,Bakery,Morning,Weekend,Clear After Rain,120,120,1,120,120,0,HOLD,NORMAL,OK
4669,2024-07-28,Pesto Omelette,Classic Eggs,Morning,Weekend,Clear After Rain,285,285,1,285,285,0,HOLD,NORMAL,OK
4670,2024-07-28,Cream Cheese Waffwich,Pancakes & Waffwich,Morning,Weekend,Clear After Rain,315,315,1,315,315,0,HOLD,NORMAL,OK
4671,2024-07-28,Vietnamese Iced Café,Cold Brews,Evening,Weekend,Clear After Rain,190,215,2,380,430,50,INCREASE,HIGH,OK
4672,2024-07-28,Iced Caramel Latte,Cold Brews,Evening,Weekend,Clear After Rain,200,225,1,200,225,25,INCREASE,HIGH,OK
4673,2024-07-28,Brownie Blast Shake,Premium Shakes,Evening,Weekend,Clear After Rain,260,295,1,260,295,35,INCREASE,HIGH,OK
4674,2024-07-28,Paneer Puff,Bakery,Morning,Weekend,Clear After Rain,85,85,1,85,85,0,HOLD,NORMAL,OK
4675,2024-07-28,Nutella Pancakes,Pancakes & Waffwich,Morning,Weekend,Clear After Rain,289,290,1,289,290,1,HOLD,NORMAL,OK
4676,2024-07-28,ABC Juice (Apple Beetroot Carrot),Cold Press Juices,Morning,Weekend,Clear After Rain,250,250,1,250,250,0,HOLD,NORMAL,OK
4677,2024-07-28,Grilled Chicken Burger,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,220,250,1,220,250,30,INCREASE,HIGH,OK
4678,2024-07-28,Vietnamese Iced Café,Cold Brews,Evening,Weekend,Clear After Rain,190,215,1,190,215,25,INCREASE,HIGH,OK
4679,2024-07-28,Fish Fillet Burger,Sandwiches Burgers Wraps,Evening,Weekend,Clear After Rain,350,400,1,350,400,50,INCREASE,HIGH,OK
4680,2024-07-28,Pesto Omelette,Classic Eggs,Evening,Weekend,Clear After Rain,285,325,2,570,650,80,INCREASE,HIGH,OK
4681,2024-07-28,Affogato,Hot Brews,Evening,Weekend,Clear After Rain,170,195,1,170,195,25,INCREASE,HIGH,OK
4682,2024-07-28,Scrambled Eggs / Bhurji,Classic Eggs,Evening,Weekend,Clear After Rain,145,165,1,145,165,20,INCREASE,HIGH,OK
4683,2024-07-28,Espresso Frappe,Frappe,Evening,Weekend,Clear After Rain,180,205,2,360,410,50,INCREASE,HIGH,OK
4684,2024-07-28,Tempura Vegetables,Share-A-Plate,Dinner,Weekend,Clear After Rain,155,155,1,155,155,0,HOLD,HIGH,OK
4685,2024-07-28,Blueberry Mojito,Mocktails,Evening,Weekend,Clear After Rain,140,160,1,140,160,20,INCREASE,HIGH,OK
4686,2024-07-28,Burnt Garlic Cheese Fondue,Fondue,Evening,Weekend,Clear After Rain,579,620,1,579,620,41,INCREASE,HIGH,REVIEW_REQUIRED
4687,2024-07-28,Thai Curry Red,Blended Full Meals,Dinner,Weekend,Clear After Rain,399,455,1,399,455,56,INCREASE,HIGH,OK
4688,2024-07-28,Hazelnut Hot Chocolate,Hot Chocolate,Dinner,Weekend,Clear After Rain,160,170,2,320,340,20,INCREASE,HIGH,OK
4689,2024-07-28,Paneer And Cheese Quesadilla,Share-A-Plate,Dinner,Weekend,Clear After Rain,255,290,1,255,290,35,INCREASE,HIGH,OK
4690,2024-07-28,Crispy Shitake Mushroom,Share-A-Plate,Dinner,Weekend,Clear After Rain,450,510,1,450,510,60,INCREASE,HIGH,REVIEW_REQUIRED
4691,2024-07-28,Spicy Chicken Salad,Salad Bowls,Dinner,Weekend,Clear After Rain,255,290,1,255,290,35,INCREASE,HIGH,OK
4692,2024-07-28,Green Apple Mojito,Mocktails,Afternoon,Weekend,Clear After Rain,120,120,2,240,240,0,HOLD,NORMAL,OK
4693,2024-07-28,Paneer Puff,Bakery,Afternoon,Weekend,Clear After Rain,85,85,1,85,85,0,HOLD,NORMAL,OK
4694,2024-07-28,French Vanilla Shake,Premium Shakes,Evening,Weekend,Clear After Rain,200,225,1,200,225,25,INCREASE,HIGH,OK
4695,2024-07-28,Traditional Hot Chocolate,Hot Chocolate,Evening,Weekend,Clear After Rain,140,155,2,280,310,30,INCREASE,HIGH,OK
4696,2024-07-28,Loaded Nachos,Share-A-Plate,Evening,Weekend,Clear After Rain,210,220,1,210,220,10,INCREASE,HIGH,OK
4697,2024-07-28,Triple Chocolate Mousse,Dessert,Evening,Weekend,Clear After Rain,280,290,1,280,290,10,INCREASE,HIGH,OK
4698,2024-07-28,Hazelnut Frappe,Frappe,Evening,Weekend,Clear After Rain,190,215,1,190,215,25,INCREASE,HIGH,OK
4699,2024-07-28,Californian Fries,Share-A-Plate,Evening,Weekend,Clear After Rain,215,245,1,215,245,30,INCREASE,HIGH,OK
4700,2024-07-28,Garlic Bread,Share-A-Plate,Evening,Weekend,Clear After Rain,129,145,1,129,145,16,INCREASE,HIGH,OK
4701,2024-07-28,Paneer Puff,Bakery,Evening,Weekend,Clear After Rain,85,90,2,170,180,10,INCREASE,HIGH,OK
4702,2024-07-28,Scrambled Eggs / Bhurji,Classic Eggs,Evening,Weekend,Clear After Rain,145,165,1,145,165,20,INCREASE,HIGH,OK
4703,2024-07-28,Blueberry Mojito,Mocktails,Afternoon,Weekend,Clear After Rain,140,140,1,140,140,0,HOLD,NORMAL,OK
4704,2024-07-28,Soy Ramen Bowl,Large Soup Bowls,Afternoon,Weekend,Clear After Rain,349,350,1,349,350,1,HOLD,NORMAL,OK
4705,2024-07-28,Café Latte,Hot Brews,Evening,Weekend,Clear After Rain,160,165,1,160,165,5,INCREASE,HIGH,OK
4706,2024-07-28,Paneer Puff,Bakery,Evening,Weekend,Clear After Rain,85,90,1,85,90,5,INCREASE,HIGH,OK
4707,2024-07-28,Oreo Shake,Premium Shakes,Evening,Weekend,Clear After Rain,240,275,1,240,275,35,INCREASE,HIGH,OK
4708,2024-07-28,Garlic Bread,Share-A-Plate,Evening,Weekend,Clear After Rain,129,145,1,129,145,16,INCREASE,HIGH,OK
